Sample name	labels
Naafs_2017_Soils_11-3	0
Naafs_2017_Soils_12-2	0
Naafs_2017_Soils_12-3	0
Naafs_2017_Soils_12-5	0
Naafs_2017_Soils_13-2	0
Naafs_2017_Soils_13-4	0
Naafs_2017_Soils_7-3	0
Naafs_2017_Soils_KMS-1	0
Naafs_2017_Soils_KMS-3	0
Naafs_2017_Soils_KMS-4	0
Naafs_2017_Soils_KMS-5	0
Naafs_2017_Soils_KMS-6	0
Naafs_2017_Soils_KMS-8	0
Naafs_2017_Soils_KMS-9	0
Naafs_2017_Soils_KMS-10	0
Naafs_2017_Soils_KMS-11	0
Naafs_2017_Soils_KMS-12	0
Naafs_2017_Soils_KMS-13	0
Naafs_2017_Soils_KMS-14	0
Naafs_2017_Soils_KMS-15	0
Naafs_2017_Soils_LP-2	0
Naafs_2017_Soils_LP-3	0
Naafs_2017_Soils_LP-4	0
Naafs_2017_Soils_LP-5	0
Naafs_2017_Soils_LP-1	0
Naafs_2017_Soils_NY-1	0
Naafs_2017_Soils_NY-10	0
Naafs_2017_Soils_NY-11	0
Naafs_2017_Soils_NY-12	0
Naafs_2017_Soils_NY-13	0
Naafs_2017_Soils_NY-15	0
Naafs_2017_Soils_NY-16	0
Naafs_2017_Soils_NY-17	0
Naafs_2017_Soils_NY-18	0
Naafs_2017_Soils_NY-2	0
Naafs_2017_Soils_NY-20	0
Naafs_2017_Soils_NY-21	0
Naafs_2017_Soils_NY-22	0
Naafs_2017_Soils_NY-23	0
Naafs_2017_Soils_NY-24	0
Naafs_2017_Soils_NY-25	0
Naafs_2017_Soils_NY-3	0
Naafs_2017_Soils_NY-4	0
Naafs_2017_Soils_NY-5	0
Naafs_2017_Soils_NY-6	0
Naafs_2017_Soils_NY-7	0
Naafs_2017_Soils_NY-8	0
Naafs_2017_Soils_NY-9	0
Naafs_2017_Soils_NY-26	0
Naafs_2017_Soils_NY-14	0
Naafs_2017_Soils_NY-19	0
Ning_2019_3Soils	0
Pei_2019 Soil-1	0
Pei_2019 Soil-2	0
Pei_2019 Soil-3	0
Pei_2019 Soil-4	0
Pei_2019 Soil-5	0
Pei_2019 Soil-6	0
Pei_2019 Soil-7	0
Pei_2019 Soil-8	0
Pei_2019 Soil-9	0
Pei_2019 Soil-10	0
PerezAngel_2020 Colombia-EC1 250020	0
PerezAngel_2020 Colombia-EC2 250020	0
PerezAngel_2020 Colombia-EC3 250021	0
PerezAngel_2020 Colombia-EC4 250021	0
PerezAngel_2020 Colombia-EC5 250022	0
PerezAngel_2020 Colombia-EC6 250022	0
PerezAngel_2020 Colombia-EC7 250023	0
PerezAngel_2020 Colombia-EC8 250023	0
PerezAngel_2020 Colombia-EC9 250024	0
PerezAngel_2020 Colombia-EC10 250024	0
PerezAngel_2020 Colombia-EC11 250025	0
PerezAngel_2020 Colombia-EC12 250025	0
PerezAngel_2020 Colombia-EC13 250026	0
PerezAngel_2020 Colombia-EC14 250026	0
PerezAngel_2020 Colombia-EC15 250027	0
PerezAngel_2020 Colombia-EC16 250027	0
PerezAngel_2020 Colombia-EC17 250032	0
PerezAngel_2020 Colombia-EC18 250032	0
PerezAngel_2020 Colombia-EC19 250032	0
PerezAngel_2020 Colombia-EC20 250033	0
PerezAngel_2020 Colombia-EC21 250033	0
PerezAngel_2020 Colombia-EC22 250033	0
PerezAngel_2020 Colombia-EC23 250034	0
PerezAngel_2020 Colombia-EC24 250034	0
PerezAngel_2020 Colombia-EC25 250035	0
PerezAngel_2020 Colombia-EC26 250035	0
PerezAngel_2020 Colombia-EC27 250036	0
PerezAngel_2020 Colombia-EC28 250036	0
PerezAngel_2020 Colombia-EC29 250037	0
PerezAngel_2020 Colombia-EC30 250037	0
PerezAngel_2020 Colombia-EC31 250038	0
PerezAngel_2020 Colombia-EC32 250038	0
PerezAngel_2020 Colombia-EC33 250038	0
PerezAngel_2020 Colombia-EC34 250039	0
PerezAngel_2020 Colombia-EC35 250039	0
PerezAngel_2020 Colombia-EC36 250039	0
DH1-2TU CL	0
DH2-2TU CL	0
DH3-1TU CL	0
DH4-1TU CL	0
DH050TU CL	0
Vequaud_2021 1	0
Vequaud_2021 2	0
Vequaud_2021 3	0
Vequaud_2021 4	0
Vequaud_2021 5	0
Vequaud_2021 6	0
Vequaud_2021 7	0
Vequaud_2021 8	0
Vequaud_2021 9	0
Vequaud_2021 10	0
Vequaud_2021 11	0
Vequaud_2021 12	0
Vequaud_2021 13	0
Vequaud_2021 14	0
Vequaud_2021 15	0
Vequaud_2021 16	0
Vequaud_2021 17	0
Vequaud_2021 18	0
Vequaud_2021 19	0
Vequaud_2021 20	0
Vequaud_2021 21	0
Vequaud_2021 22	0
Vequaud_2021 23	0
Vequaud_2021 24	0
Vequaud_2021 25	0
Vequaud_2021 26	0
Vequaud_2021 27	0
Vequaud_2021 28	0
Vequaud_2021 29	0
Vequaud_2021 30	0
Vequaud_2021 31	0
Vequaud_2021 32	0
Vequaud_2021 33	0
Vequaud_2021 34	0
Vequaud_2021 35	0
Vequaud_2021 36	0
Vequaud_2021 37	0
Vequaud_2021 38	0
Vequaud_2021 39	0
Vequaud_2021 40	0
Vequaud_2021 41	0
Vequaud_2021 42	0
Vequaud_2021 43	0
Vequaud_2021 44	0
Vequaud_2021 45	0
Vequaud_2021 46	0
Vequaud_2021 47	0
Vequaud_2021 48	0
Vequaud_2021 49	0
Wang_2018 FJS1	0
Wang_2018 FJS2	0
Wang_2018 FJS3	0
Wang_2018 FJS4	0
Wang_2018 FJS5	0
Wang_2018 FJS6	0
Wang_2018 FJS7	0
Wang_2018 FJS8	0
Wang_2018 FJS9	0
Wang_2018 FJS10	0
Wang_2018 FJS11	0
Wang_2018 FJS12	0
Wang_2018 FJS13	0
Wang_2018 FJS14	0
Wang_2018 FJS15	0
Wang_2018 FJS16	0
Wang_2018 FJS17	0
Wang_2018 FJS18	0
Wang_2018 FJS19	0
Wang_2018 FJS20	0
Wang_2018 FJS21	0
Wang_2018 FJS22	0
Wang_2018 FJS23	0
Wang_2018 FJS24	0
Wang_2018 FJS25	0
Wang_2018 FJS26	0
Wang_2018 FJS27	0
Wang_2018 FJS28	0
Wang_2019 1	0
Wang_2019 2	0
Wang_2019 3	0
Wang_2019 4	0
Wang_2019 5	0
Wang_2019 6	0
Wang_2019 7	0
Wang_2019 8	0
Wang_2019 9	0
Wang_2019 10	0
Wang_2019 11	0
Wang_2019 12	0
Wang_2019 13	0
Wang_2019 14	0
Wang_2019 15	0
Wang_2019 16	0
Wang_2019 17	0
Wang_2019 18	0
Wang_2019 19	0
Wang_2019 20	0
Wang_2019 21	0
Wang_2019 22	0
Wang_2019 23	0
Wang_2019 24	0
Wang_2019 25	0
Wang_2019 26	0
Wang_2019 27	0
Wang_2019 28	0
Wang_2019 29	0
Wang_2019 30	0
Wang_2019 31	0
Wang_2019 32	0
Wang_2019 33	0
Wang_2019 34	0
Wang_2019 35	0
Wang_2019 36	0
Wang_2019 37	0
Wang_2019 38	0
Wang_2019 39	0
Wang_2019 40	0
Wang_2019 41	0
Wang_2019 42	0
Wang_2019 43	0
Wang_2019 44	0
Wang_2019 45	0
Wang_2019 46	0
Wang_2019 47	0
Wang_2020_1	0
Wang_2020_2	0
Wang_2020_3	0
Wang_2020_4	0
Wang_2020_5	0
Wang_2020_6	0
Wang_2020_7	0
Wang_2020_8	0
Wang_2020_9	0
Wang_2020_10	0
Wang_2020_11	0
Wang_2020_12	0
Wang_2020_13	0
Wang_2020_14	0
Wang_2020_15	0
Wang_2020_16	0
Wang_2020_17	0
Wang_2020_18	0
Wang_2020_19	0
Wang_2020_20	0
Wang_2020_21	0
Wang_2020_22	0
Wang_2020_23	0
Wang_2020_24	0
Wang_2020_25	0
Wang_2020_26	0
Wang_2020_27	0
Wang_2020_28	0
Wang_2020_29	0
Wang_2020_30	0
Wang_2020_31	0
Wang_2020_32	0
Wang_2020_33	0
Wang_2020_34	0
Wang_2020_35	0
Wang_2020_36	0
Wang_2020_37	0
Wang_2020_38	0
Wang_2020_39	0
Wang_2020_40	0
Wang_2020_41	0
Wang_2020_42	0
Wang_2020_43	0
Wang_2020_44	0
Wang_2020_45	0
Wang_2020_46	0
Wang_2020_47	0
Wang_2020_48	0
Wang_2020_49	0
Wang_2020_50	0
Wang_2020_51	0
Wang_2020_52	0
Wang_2020_53	0
Wang_2020_54	0
Wang_2020_55	0
Wang_2020_56	0
Wang_2020_57	0
Wang_2020_58	0
Wang_2020_59	0
Wang_2020_60	0
Wang_2020_61	0
Wang_2020_62	0
Wang_2020_63	0
Wang_2020_64	0
Wang_2020_65	0
Wang_2020_66	0
Wang_2020_67	0
Wang_2020_68	0
Wang_2020_69	0
Wang_2020_70	0
Wang_2020_71	0
Wang_2020_72	0
Wang_2020_73	0
Wang_2020_74	0
Wang_2020_75	0
Wang_2020_76	0
Wang_2020_77	0
Wang_2020_78	0
Wang_2020_79	0
Wang_2020_80	0
Wang_2020_81	0
Wang_2020_82	0
Wang_2020_83	0
Wang_2020_84	0
Wang_2020_85	0
Wang_2020_86	0
Wang_2020_87	0
Wang_2020_88	0
Wang_2020_89	0
Wang_2020_90	0
Wang_2020_91	0
Wang_2020_92	0
Wang_2020_93	0
Wang_2020_94	0
Wang_2020_95	0
Wang_2020_96	0
Wang_2020_97	0
Wang_2020_98	0
Wang_2020_99	0
Wang_2020_100	0
Wang_2020_101	0
Wang_2020_102	0
Wang_2020_103	0
Wang_2020_104	0
Wang_2020_105	0
Wang_2020_106	0
Wang_2020_107	0
Wang_2020_108	0
Wang_2020_109	0
Wang_2020_110	0
Wang_2020_111	0
Wang_2020_112	0
Wang_2020_113	0
Wang_2020_114	0
Wang_2020_115	0
Wang_2020_116	0
Wang_2020_117	0
Wang_2020_118	0
Wang_2020_119	0
Wang_2020_120	0
Wang_2020_121	0
Wang_2020_122	0
Wang_2020_123	0
Wang_2020_124	0
Wang_2020_125	0
Wang_2020_126	0
Wang_2020_127	0
Wang_2020_128	0
Wang_2020_129	0
Wang_2020_130	0
Wang_2020_131	0
Wang_2020_132	0
Wang_2020_133	0
Wang_2020_134	0
Wang_2020_135	0
Wang_2020_136	0
Wang_2020_137	0
Wang_2020_138	0
Wang_2020_139	0
Wang_2020_140	0
Wang_2020_141	0
Wang_2020_142	0
Wang_2020_143	0
Wang_2020_144	0
Wang_2020_145	0
Wang_2020_146	0
Wang_2020_147	0
Wang_2020_148	0
Wang_2020_149	0
Wang_2021 Mt. Laji Site 1	0
Wang_2021 Mt. Laji Site 2	0
Wang_2021 Mt. Laji Site 3	0
Wang_2021 Mt. Laji Site 4	0
Wang_2021 Mt. Laji Site 5	0
Wang_2021 Mt. Laji Site 6	0
Wang_2021 Mt. Laji Site 7	0
Wang_2021 Mt. Laji Site 8	0
Wang_2021 Mt. Laji Site 9	0
Wang_2021 Mt. Laji Site 10	0
Wang_2021 Mt. Laji Site 11	0
Wang_2021 Mt. Laji Site 12	0
Wang_2021 Mt. Laji Site 13	0
Wang_2021 Mt. Laji Site 14	0
Wang_2021 Mt. Laji Site 15	0
Wang_2021 Mt. Laji Site 16	0
Weber_2018_184	0
Weber_2018_185	0
Weber_2018_186	0
Weber_2018_187	0
Weber_2018_188	0
Weber_2018_189	0
Weber_2018_190	0
Weber_2018_191	0
Weber_2018_192	0
Weber_2018_193	0
Weber_2018_194	0
Weber_2018_195	0
Weber_2018_196	0
Weber_2018_197	0
Weber_2018_198	0
Weber_2018_199	0
Weber_2018_200	0
Weber_2018_201	0
Weber_2018_202	0
Weber_2018_203	0
Zang_2018 TLF-01	0
Zang_2018 TLF-02	0
Zang_2018 TLF-03	0
Zang_2018 TLF-04	0
Zang_2018 TLF-07	0
Zang_2018 TLF-08	0
Zang_2018 TLF-09	0
Zang_2018 TLF-10	0
Zang_2018 TLF-11	0
Zang_2018 TLF-12	0
Zang_2018 TLF-13	0
Zang_2018 TLF-14	0
Zang_2018 TLF-15	0
Zang_2018 TLF-16	0
Zang_2018 TLF-18	0
Zang_2018 TLF-19	0
Zang_2018 TLF-20	0
Zang_2018 TLF-21	0
Zang_2018 TLF-22	0
Naafs_2017_peats 1 Fransne 2008&2010, French Jura 7-12 cm	0
Naafs_2017_peats 2 Fransne 2008&2010, French Jura 12-17 cm	0
Naafs_2017_peats 3 Fransne 2008&2010, French Jura 5-7 cm	0
Naafs_2017_peats 4 Fransne 2008&2010, French Jura 12-17 cm	0
Naafs_2017_peats 5 Fransne 2008&2010, French Jura 5-7.5 cm	0
Naafs_2017_peats 6 Fransne 2008&2010, French Jura 12.5-15 cm	0
Naafs_2017_peats 7 Fransne 2008&2010, French Jura 5-7 cm	0
Naafs_2017_peats 8 Fransne 2008&2010, French Jura 12-17 cm	0
Naafs_2017_peats 9 Fransne 2008&2010, French Jura 5-7 cm	0
Naafs_2017_peats 10 Fransne 2008&2010, French Jura 12-17 cm	0
Naafs_2017_peats 11 Fransne 2008&2010, French Jura 5-7 cm	0
Naafs_2017_peats 12 Fransne 2008&2010, French Jura 12-17 cm	0
Naafs_2017_peats 13 Fransne 2008&2010, French Jura 5-7 cm	0
Naafs_2017_peats 14 Fransne 2008&2010, French Jura 12-17 cm	0
Naafs_2017_peats 15 Fransne 2008&2010, French Jura 5-7 cm	0
Naafs_2017_peats 16 Fransne 2008&2010, French Jura 12-17 cm	0
Naafs_2017_peats 17 La Guette, Sologne 7-9 cm	0
Naafs_2017_peats 18 La Guette, Sologne 17.5-20.5 cm	0
Naafs_2017_peats 19 La Guette, Sologne 5-7cm	0
Naafs_2017_peats 20 La Guette, Sologne 17.5-20.5 cm	0
Naafs_2017_peats 21 Hochrajen 2a (5-10 cm)	0
Naafs_2017_peats 22 Hochrajen 4a (15-20 cm)	0
Naafs_2017_peats 23 Praz Rodet 2a (5-10 cm)	0
Naafs_2017_peats 24 Praz Rodet 4a (15-20 cm)	0
Naafs_2017_peats 25 Sortel 2a (5-10 cm)	0
Naafs_2017_peats 26 Sortel 4a (15-20 cm)	0
Naafs_2017_peats 27 Lörmoos 2a (5-10 cm)	0
Naafs_2017_peats 28 Lörmoos 4a (15-20 cm)	0
Naafs_2017_peats 29 Kyambangunguru 1.5 cm	0
Naafs_2017_peats 30 Kyambangunguru 15 cm	0
Naafs_2017_peats 31 Kyambangunguru 30 cm	0
Naafs_2017_peats 32 Kyambangunguru 45 cm	0
Naafs_2017_peats 33 Kojle Lake Acro	0
Naafs_2017_peats 34 Kojle Lake Cat	0
Naafs_2017_peats 35 Teici Bog Acro	0
Naafs_2017_peats 36 Teici Bog Cat	0
Naafs_2017_peats 37 Poiana Siol Acro	0
Naafs_2017_peats 38 Poiana Siol Cat	0
Naafs_2017_peats 39 Tibetean Plateau NA	0
Naafs_2017_peats 40 Tibetean Plateau NA	0
Naafs_2017_peats 41 Tibetean Plateau NA	0
Naafs_2017_peats 42 Tibetean Plateau NA	0
Naafs_2017_peats 43 Tibetean Plateau NA	0
Naafs_2017_peats 44 Tibetean Plateau NA	0
Naafs_2017_peats 45 Tibetean Plateau NA	0
Naafs_2017_peats 46 Tibetean Plateau NA	0
Naafs_2017_peats 47 Andorra 21	0
Naafs_2017_peats 48 Andorra 23	0
Naafs_2017_peats 49 Andorra 25	0
Naafs_2017_peats 50 Andorra 27	0
Naafs_2017_peats 51 Andorra 29	0
Naafs_2017_peats 52 Andorra 31	0
Naafs_2017_peats 53 Andorra 33	0
Naafs_2017_peats 54 Andorra 35	0
Naafs_2017_peats 55 Andorra 37	0
Naafs_2017_peats 56 Andorra 39	0
Naafs_2017_peats 57 Andorra 41	0
Naafs_2017_peats 58 Andorra 43	0
Naafs_2017_peats 59 Andorra 45	0
Naafs_2017_peats 60 Ballyduff Bog 0	0
Naafs_2017_peats 61 Ballyduff Bog 0	0
Naafs_2017_peats 62 Ballyduff Bog 2	0
Naafs_2017_peats 63 Ballyduff Bog 2	0
Naafs_2017_peats 64 Ballyduff Bog 4	0
Naafs_2017_peats 65 Ballyduff Bog 6	0
Naafs_2017_peats 66 Ballyduff Bog 8	0
Naafs_2017_peats 67 Ballyduff Bog 10	0
Naafs_2017_peats 68 Ballyduff Bog 18	0
Naafs_2017_peats 69 Ballyduff Bog 28	0
Naafs_2017_peats 70 Ballyduff Bog 36	0
Naafs_2017_peats 71 Bissendorfer Moor 0	0
Naafs_2017_peats 72 Bissendorfer Moor 2	0
Naafs_2017_peats 73 Bissendorfer Moor 4	0
Naafs_2017_peats 74 Bissendorfer Moor 6	0
Naafs_2017_peats 75 Bissendorfer Moor 10	0
Naafs_2017_peats 76 Bissendorfer Moor 18	0
Naafs_2017_peats 77 Bissendorfer Moor 28	0
Naafs_2017_peats 78 Bissendorfer Moor 36	0
Naafs_2017_peats 79 Kontolanrahka 2	0
Naafs_2017_peats 80 Kontolanrahka 7	0
Naafs_2017_peats 81 Kontolanrahka 12	0
Naafs_2017_peats 82 Kontolanrahka 17	0
Naafs_2017_peats 83 Kontolanrahka 42	0
Naafs_2017_peats 84 Butterburn Flow 2	0
Naafs_2017_peats 85 Butterburn Flow 5	0
Naafs_2017_peats 86 Butterburn Flow 7	0
Naafs_2017_peats 87 Butterburn Flow 10	0
Naafs_2017_peats 88 Butterburn Flow 20	0
Naafs_2017_peats 89 Butterburn Flow 26	0
Naafs_2017_peats 90 Butterburn Flow 32	0
Naafs_2017_peats 91 Aucayacu 30	0
Naafs_2017_peats 92 Aucayacu 80	0
Naafs_2017_peats 93 Aucayacu 30-40cm	0
Naafs_2017_peats 94 Aucayacu 30-40cm	0
Naafs_2017_peats 95 Riñón 10-20cm	0
Naafs_2017_peats 96 Mira Flores NA	0
Naafs_2017_peats 97 Mira Flores 30-40cm	0
Naafs_2017_peats 98 Mira Flores 30-40cm	0
Naafs_2017_peats 99 Mira Flores 30-40cm	0
Naafs_2017_peats 100 Mira Flores 30-40cm	0
Naafs_2017_peats 101 Mira Flores 30-40cm	0
Naafs_2017_peats 102 Mira Flores 80-90cm	0
Naafs_2017_peats 103 Mira Flores 80-90cm	0
Naafs_2017_peats 104 Mira Flores 30-40cm	0
Naafs_2017_peats 105 Nueva York 30-40cm	0
Naafs_2017_peats 106 Nueva York 80-90cm	0
Naafs_2017_peats 107 Nueva York 30-40cm	0
Naafs_2017_peats 108 Nueva York 80-90cm	0
Naafs_2017_peats 109 Nueva York 30-40cm	0
Naafs_2017_peats 110 Nueva York 30-40cm	0
Naafs_2017_peats 111 Nueva York 30-40cm	0
Naafs_2017_peats 112 Nueva York 30-40cm	0
Naafs_2017_peats 113 SAN JORGE 80-90cm	0
Naafs_2017_peats 114 SAN JORGE 70-80cm	0
Naafs_2017_peats 115 SAN JORGE 80-90cm	0
Naafs_2017_peats 116 SAN JORGE 80-90cm	0
Naafs_2017_peats 117 SAN JORGE 70-80cm	0
Naafs_2017_peats 118 SAN JORGE 30-40cm	0
Naafs_2017_peats 119 SAN JORGE 60-70cm	0
Naafs_2017_peats 120 SAN JORGE 70-80cm	0
Naafs_2017_peats 121 SAN JORGE 70-80cm	0
Naafs_2017_peats 122 SAN JORGE 70-80cm	0
Naafs_2017_peats 123 Roca Fuerte NA	0
Naafs_2017_peats 124 Roca Fuerte NA	0
Naafs_2017_peats 125 Roca Fuerte NA	0
Naafs_2017_peats 126 Roca Fuerte 20-30cm	0
Naafs_2017_peats 127 Roca Fuerte 80-90cm	0
Naafs_2017_peats 128 Roca Fuerte 30-40cm	0
Naafs_2017_peats 129 Roca Fuerte 30-40cm	0
Naafs_2017_peats 130 Roca Fuerte 10-20cm	0
Naafs_2017_peats 131 Roca Fuerte 10-20cm	0
Naafs_2017_peats 132 Roca Fuerte NA	0
Naafs_2017_peats 133 Roca Fuerte NA	0
Naafs_2017_peats 134 Roca Fuerte NA	0
Naafs_2017_peats 135 Roca Fuerte NA	0
Naafs_2017_peats 136 Buena Vista del Maquía NA	0
Naafs_2017_peats 137 Buena Vista del Maquía 30-40cm	0
Naafs_2017_peats 138 Buena Vista del Maquía 30-40cm	0
Naafs_2017_peats 139 Buena Vista del Maquía 30-40cm	0
Naafs_2017_peats 140 Buena Vista del Maquía 30-40cm	0
Naafs_2017_peats 141 Buena Vista del Maquía 80-90cm	0
Naafs_2017_peats 142 Buena Vista del Maquía 30-40cm	0
Naafs_2017_peats 143 Buena Vista del Maquía 80-90cm	0
Naafs_2017_peats 144 Maquía NA	0
Naafs_2017_peats 145 Maquía 10-20cm	0
Naafs_2017_peats 146 Maquía 30-40cm	0
Naafs_2017_peats 147 Maquía 30-40cm	0
Naafs_2017_peats 148 Nueva Alianza 30-40cm	0
Naafs_2017_peats 149 Nueva Alianza 80-90cm	0
Naafs_2017_peats 150 Nueva Alianza 70-80cm	0
Naafs_2017_peats 151 Nueva Alianza 60-70cm	0
Naafs_2017_peats 152 TACSHACOCHA 30-40cm	0
Naafs_2017_peats 153 TACSHACOCHA 30-40cm	0
Naafs_2017_peats 154 TACSHACOCHA 30-40cm	0
Naafs_2017_peats 155 TACSHACOCHA 30-40cm	0
Naafs_2017_peats 156 QUISTOCOCHA NA	0
Naafs_2017_peats 157 QUISTOCOCHA NA	0
Naafs_2017_peats 158 QUISTOCOCHA NA	0
Naafs_2017_peats 159 Bomfield Swamp 22-23	0
Naafs_2017_peats 160 Bomfield Swamp 23-24	0
Naafs_2017_peats 161 Bomfield Swamp 29-30	0
Naafs_2017_peats 162 Bomfield Swamp 30-31	0
Naafs_2017_peats 163 Bomfield Swamp 31-32	0
Naafs_2017_peats 164 Bomfield Swamp 39-40	0
Naafs_2017_peats 165 Bomfield Swamp 40-41	0
Naafs_2017_peats 166 Bomfield Swamp 49-50	0
Naafs_2017_peats 167 Bomfield Swamp 58-59	0
Naafs_2017_peats 168 Bomfield Swamp 69-70	0
Naafs_2017_peats 169 Bomfield Swamp 78-79	0
Naafs_2017_peats 170 Bomfield Swamp 89-90	0
Naafs_2017_peats 171 Bomfield Swamp 100-101	0
Naafs_2017_peats 172 Bomfield Swamp 23-24	0
Naafs_2017_peats 173 SKY1 0	0
Naafs_2017_peats 174 SKY1 4	0
Naafs_2017_peats 175 SKY1 8	0
Naafs_2017_peats 176 SKY1 16	0
Naafs_2017_peats 177 SKY1 40	0
Naafs_2017_peats 178 SKY1 44	0
Naafs_2017_peats 179 Sebangau/Saganbau 0-5cm	0
Naafs_2017_peats 180 Sebangau/Saganbau 5-10cm	0
Naafs_2017_peats 181 Sebangau/Saganbau 10-15cm	0
Naafs_2017_peats 182 Sebangau/Saganbau 15-20cm	0
Naafs_2017_peats 183 Sebangau/Saganbau 30-35cm	0
Naafs_2017_peats 184 Sebangau/Saganbau 50-55cm	0
Naafs_2017_peats 185 Sebangau/Saganbau 80-85cm	0
Naafs_2017_peats 186 Sebangau/Saganbau 95-100cm	0
Naafs_2017_peats 187 Sebangau/Saganbau 0-10cm	0
Naafs_2017_peats 188 Sebangau/Saganbau 10-20cm	0
Naafs_2017_peats 189 Sebangau/Saganbau 20-30cm	0
Naafs_2017_peats 190 Okefenokee Swamp A	0
Naafs_2017_peats 191 Dismal Swamp A	0
Naafs_2017_peats 192 North Carolina Peat (First colony farms) NA	0
Naafs_2017_peats 193 Rhizophora peat (or Shark River peat), Everglades NP NA	0
Naafs_2017_peats 194 Okefenokee Swamp NA	0
Naafs_2017_peats 195 Snuggedy Swamp Peat (South Carolina) NA	0
Naafs_2017_peats 196 Okefenokee Swamp NA	0
Naafs_2017_peats 197 Tamiami Sawgrass Peat NA	0
Naafs_2017_peats 198 New York Peat (Fort Drum) NA	0
Naafs_2017_peats 199 Loxahatchee Sawgrass Peat, Everglades NP NA	0
Naafs_2017_peats 200 Loxahatchee Nymphaea Peat, Everglades NP NA	0
Naafs_2017_peats 201 Maine Sphagnum peat NA	0
Naafs_2017_peats 202 Zalama ZAL 35	0
Naafs_2017_peats 203 Zalama ZAL 01	0
Naafs_2017_peats 204 Zalama ZAL 05	0
Naafs_2017_peats 205 Zalama ZAL 20	0
Naafs_2017_peats 206 Zalama ZAL 40	0
Naafs_2017_peats 207 Zalama ZAL 45	0
Naafs_2017_peats 208 Zalama ZAL 10	0
Naafs_2017_peats 209 Zalama ZAL 30	0
Naafs_2017_peats 210 Chao de Veiga Mol CVM 30	0
Naafs_2017_peats 211 Chao de Veiga Mol CVM 5	0
Naafs_2017_peats 212 Chao de Veiga Mol CVM 20	0
Naafs_2017_peats 213 Chao de Veiga Mol CVM 1	0
Naafs_2017_peats 214 Chao de Veiga Mol CVM 50	0
Naafs_2017_peats 215 Chao de Veiga Mol CVM 10	0
Naafs_2017_peats 216 Chao de Veiga Mol CVM 40	0
Naafs_2017_peats 217 Chao de Veiga Mol CVM 60	0
Naafs_2017_peats 218 Borralleiras da Cal Grande BCG 1	0
Naafs_2017_peats 219 Borralleiras da Cal Grande BCG 3	0
Naafs_2017_peats 220 Borralleiras da Cal Grande BCG 5	0
Naafs_2017_peats 221 Borralleiras da Cal Grande BCG 10	0
Naafs_2017_peats 222 Borralleiras da Cal Grande BCG 15	0
Naafs_2017_peats 223 Borralleiras da Cal Grande BCG 20	0
Naafs_2017_peats 224 Peat near Neor Lake NA	0
Naafs_2017_peats 225 Peat near Neor Lake NA	0
Naafs_2017_peats 226 Peat near Neor Lake NA	0
Naafs_2017_peats 227 Peat near Neor Lake NA	0
Naafs_2017_peats 228 Peat near Neor Lake NA	0
Naafs_2017_peats 229 Peat near Neor Lake NA	0
Naafs_2017_peats 230 Peat near Neor Lake NA	0
Naafs_2017_peats 231 Pau de Fruta PF 8-10	0
Naafs_2017_peats 232 Pau de Fruta PF 0-2	0
Naafs_2017_peats 233 Pau de Fruta PF 38-40	0
Naafs_2017_peats 234 Pau de Fruta PF 28-30	0
Naafs_2017_peats 235 Pau de Fruta PF 18-20	0
Naafs_2017_peats 236 Pau de Fruta PF 34-36	0
Naafs_2017_peats 237 São João da Chapada SJ 34-36	0
Naafs_2017_peats 238 São João da Chapada SJ 26-28	0
Naafs_2017_peats 239 São João da Chapada SJ 8-10	0
Naafs_2017_peats 240 São João da Chapada SJ 40-42	0
Naafs_2017_peats 241 São João da Chapada SJ 16-18	0
Naafs_2017_peats 242 Sempre Viva SV 34-36	0
Naafs_2017_peats 243 Sempre Viva SV 26-28	0
Naafs_2017_peats 244 Sempre Viva SV 18-20	0
Naafs_2017_peats 245 Sempre Viva SV 46-48	0
Naafs_2017_peats 246 Sempre Viva SV 0-2	0
Naafs_2017_peats 247 Pinheiros PI 0-2	0
Naafs_2017_peats 248 Pinheiros PI 44-46	0
Naafs_2017_peats 249 Pinheiros PI 36-38	0
Naafs_2017_peats 250 Pinheiros PI 24-26	0
Naafs_2017_peats 251 Pinheiros PI 14-16	0
Naafs_2017_peats 252 Pinheiros PI 10-12	0
Naafs_2017_peats 253 Igarka Site 1+2 20-30	0
Naafs_2017_peats 254 Igarka Site 1+2 40-50	0
Naafs_2017_peats 255 Igarka Site 1+2 50-58	0
Naafs_2017_peats 256 Igarka Site 1+2 <58	0
Naafs_2017_peats 257 Igarka Site 1+2 20-30	0
Naafs_2017_peats 258 Igarka Site 1+2 30-40	0
Naafs_2017_peats 259 Walton Moss NA	0
Naafs_2017_peats 260 Walton Moss NA	0
Naafs_2017_peats 261 Walton Moss NA	0
Naafs_2017_peats 262 Walton Moss NA	0
Naafs_2017_peats 263 Walton Moss NA	0
Naafs_2017_peats 264 Walton Moss NA	0
Naafs_2017_peats 265 Harberton 1	0
Naafs_2017_peats 266 Harberton 8.5	0
Naafs_2017_peats 267 Harberton 19.7	0
Naafs_2017_peats 268 Harberton 34.200000000000003	0
Naafs_2017_peats 269 Harberton 44.19	0
Naafs_2017_peats 270 Harberton 53.5	0
Naafs_2017_peats 271 Harberton 63.5	0
Naafs_2017_peats 272 Harberton 74.8	0
Naafs_2017_peats 273 Brendan State Forest McDon 0-10A	0
