Sample	fIa	fIb	fIc	fIIa	fIIa'	fIIb	fIIb'	fIIc	fIIc'	fIIIa	fIIIa'	fIIIb	fIIIb'	fIIIc	fIIIc'	MAF	MAT
Naafs_2017_Soils_Turkey-8	0.20035546938116	0.0161576991436419	0.00632304626487855	0.0184197770237518	0.235902407497172	0	0	0	0	0.0101039478644908	0.512737652824904	0	0	0	0	11.9418181818182	12.27
Naafs_2017_Soils_Uganda-3	0.336096333869438	0.274238112911873	0.0581467277001114	0.0387644851334076	0.12660315889315	0.0249494824528847	0.0952616602746505	0.00276300053610458	0.00645387438657264	0.0135263309827209	0.0168666749144295	0.00633015794465751	0	0	0	21.6584057971015	23.57
Naafs_2017_Soils_Uruguay-7	0.798827038778502	0.0273016836038222	0.0112408783726848	0.0886462072568549	0.0473566240288521	0	0	0	0	0.0161282167955913	0.0104993511636921	0	0	0	0	17.4934782608696	17.59
Naafs_2017_Soils_Uruguay-8	0.812690665039658	0.0206630058979052	0.00563758389261745	0.109009558673988	0.0428716697173073	0.00161887329672565	0	0	0	0.00510880618263169	0.00239983729916616	0	0	0	0	17.8150724637681	18.43
Naafs_2017_Soils_USA-10	0.864108999641449	0.0456555515716505	0.0194812955659137	0.0519899605593403	0.00938209633082347	0.00222301900322696	0.00217521214294251	0.00151786781403131	0	0.00176885383052468	0.001697143540098	0	0	0	0	21.076231884058	19.13
Naafs_2017_Soils_USA-13	0.575636737844096	0.0733213275019295	0	0.169796758425521	0.118343195266272	0.0117700025726781	0.0142783637766915	0	0	0.0173012606122974	0.0195523540005145	0	0	0	0	15.5565217391304	11.37
Naafs_2017_Soils_USA-17	0.193472180736959	0.0522714312868276	0.00715055077343615	0.235334582416886	0.17107013875689	0.0343950543532372	0.0561182465763344	0.00735420570052769	0.00298693893067586	0.126266054796752	0.0941338329667545	0.0120835256740978	0.00193245897484635	0.00271539902788715	0.00271539902788715	11.8953043478261	-3.72
Naafs_2017_Soils_USA-BB1	0.620748371959258	0.0210997497074225	0.00447052726594512	0.293289368402769	0.00700477520651273	0.00620748371959258	0.000415730561036935	0.00330306473152633	0	0.0392950804267787	0.00192773691658907	0.00160597285222487	0.000632138250343832	0	0	11.1965217391304	5.92
Naafs_2017_Soils_USA-BB2	0.543630718037513	0.0476886021338957	0.00567813579160178	0.311475251259927	0.0164443455634123	0.00898635119318237	0.00161541512299403	0.00266011472349317	0	0.0531055630253727	0.00573617465829617	0.000986660733804738	0.000615211986960601	0.000688727884773503	0.000688727884773503	11.1965217391304	5.92
Naafs_2017_Soils_USA-BF1	0.6065750732736	0.0264854405272357	0.00701822398828959	0.299110022358056	0.00919053141323637	0.00549760879082685	0.000935763198438612	0.00267360913839604	0	0.0373469776519696	0.00259841388137865	0.000852212912863736	0.000830489838614268	0.000442816513546843	0.000442816513546843	13.2167149758454	9
Naafs_2017_Soils_USA-BP1	0.170168851415146	0.0663109588740311	0.0133939354017083	0.137232944689634	0.2700744351492	0.0422677469644073	0.0732274992863887	0.00124058581999429	0.00357903519750566	0.0709219858156029	0.141624398919702	0.00995762246667984	0	0	0	13.0017391304348	8.28
Naafs_2017_Soils_USA-BZ2	0.321848879127865	0.00585179780232483	0.00128595062816521	0.390119853488322	0.105115627189909	0.00819974136498602	0.00166884603992227	0.00440690945607178	0	0.147739833404374	0.0137625614980602	0	0	0	0	11.604347826087	-3.59
Naafs_2017_Soils_USA-BZ3	0.391314364323594	0.00791447080519268	0.00098104164576901	0.433201535715978	0.0142195923937306	0.00575397459653284	0.000527998818340849	0.00244709264450247	0	0.139991335969286	0.00364859308707351	0	0	0	0	11.604347826087	-3.59
Naafs_2017_Soils_USA-CA1	0.134014411404821	0.0353487288053295	0.0136150873035912	0.173636063472333	0.322411482510148	0.0180045448365607	0.0460310369607862	0	0.00244721968652281	0.101579039369161	0.148581195253171	0.00433119039757609	0	0	0	11.9115942028986	10.1
Naafs_2017_Soils_USA-CA2	0.116865405604255	0.0284541857123404	0.0113816742849362	0.136173603051915	0.354661100485957	0.0146335812234893	0.0396326158136169	0.00082110650198468	0.0025303900865617	0.104670754584681	0.184952207130212	0.00522337552005105	0	0	0	11.9115942028986	10.1
Naafs_2017_Soils_USA-CC1	0.576502859268213	0.0725277790692268	0.00502115393556186	0.193872332511972	0.089264958854433	0.0138546654888651	0.0103677530336138	0	0	0.0250592775117393	0.013529220326375	0	0	0	0	13.4607608695652	6.82
Naafs_2017_Soils_USA-CF1	0.556598072580389	0.0453952713740888	0.0116090455138195	0.300707530121353	0.0153245183619536	0.00878991241893185	0.00157582311457824	0.00667917687096467	0	0.0478529771491191	0.00306490367239071	0.000754660243862241	0.00164810857854972	0	0	12.1436956521739	6.04
Naafs_2017_Soils_USA-CF2	0.670399941944747	0.0195245343916898	0.0123194628506857	0.255719565484079	0.00540812324300788	0.00675583446650506	0.000231529876857207	0.00412952541558749	0	0.0207340188230334	0.0028336492391479	0.00118011123801099	0.000763703026648398	0	0	13.3921739130435	6.04
Naafs_2017_Soils_USA-CF3	0.756169364945178	0.0196264183485771	0.0130842788990514	0.184369384486633	0.0031903550172687	0.00548010382460269	0	0.00437558677468277	0	0.0108327633742146	0.00161429414988296	0.00125745017990884	0	0	0	12.1436956521739	6.04
Naafs_2017_Soils_USA-CL1	0.661989842477352	0.0637242558646423	0.00934209964617571	0.146627656698255	0.0608783182240854	0.00674363484392816	0.0171374940529183	0.000773352619716532	0.00061187659271972	0.0141678199932069	0.015157711346444	0	0.00284593764055684	0	0	15.5042028985507	15.72
Naafs_2017_Soils_USA-CL2	0.696018460773871	0.0566947446384262	0.00542822023133868	0.143546268339845	0.0585041513822058	0.00926416252815135	0.00676718122173556	0	0	0.0150783895314963	0.00664655410548359	0	0.000693605918448832	0.000679130664498595	0.000679130664498595	15.5042028985507	15.72
Naafs_2017_Soils_USA-CL3	0.757192185411735	0.0252397395137245	0.00501753857802957	0.15812848851972	0.0206783408064249	0.00287368118559875	0.00416607748600031	0	0	0.0161169420991253	0.00489590127916824	0	0.000825613166021229	0.00243274597722646	0.00243274597722646	15.5042028985507	15.72
Naafs_2017_Soils_USA-CM1	0.188408712785288	0.244292653018212	0.0466231729943254	0.0873386151640273	0.145457913006269	0.077598842723432	0.0895739727733443	0.00182021976758668	0.0071531443498143	0.0399171001663745	0.0590773082462342	0.0112087217267179	0	0.000764811639187735	0.000764811639187735	17.8731884057971	18.22
Naafs_2017_Soils_USA-CO2	0.31272311866343	0.023846922747394	0	0.332714550906754	0.161359417392546	0	0	0	0	0.13137226902756	0.0379837212623162	0	0	0	0	10.9413043478261	6.33
Naafs_2017_Soils_USA-CO3	0.369670038763355	0.036683369575494	0	0.288361539188806	0.175853266521698	0.0110617377328165	0.0155053417793325	0	0	0.0607922851470171	0.0420724212914815	0	0	0	0	11.9800966183575	9.63
Naafs_2017_Soils_USA-DF1	0.703579536058451	0.0228513011711292	0.0104785242870244	0.204459010478524	0.0184915134476901	0.00336756017258746	0.00335252642181698	0	0	0.0269104138791587	0.00350286392952178	0	0.00300675015409595	0	0	14.4579710144928	15.72
Naafs_2017_Soils_USA-DF3	0.734058376958294	0.0193173257094288	0.00676106399830007	0.202831919949002	0.012614213688257	0	0	0	0	0.0198968454807117	0.00452025421600633	0	0	0	0	14.4579710144928	15.72
Naafs_2017_Soils_USA-GB2	0.0724942754166367	0.0319344471027961	0.0164292975448469	0.0324478626510725	0.268002916200314	0.0475422797704006	0.0934416297863165	0.00165319806545021	0.0039635680326943	0.0687976834690462	0.335773768572807	0.0182775935186421	0	0.00462073993448818	0.00462073993448818	11.4645410628019	-0.65
Naafs_2017_Soils_USA-GB3	0.161596354095741	0.0413977176784596	0.0014434730506305	0.0856097538833056	0.35315158282721	0.0173398335012846	0.0673620756960899	0.0020880427776416	0.00148886528492705	0.059373042459896	0.181568937186226	0.0131637479460014	0.00757142468066563	0.00342257446596036	0.00342257446596036	11.4645410628019	-0.65
Naafs_2017_Soils_USA-GB5	0.0743047680303312	0.0198033208645758	0.00619488498840575	0.0507777458066045	0.269122052775004	0.0131175843333728	0.0319899798581608	0	0	0.0534858922496234	0.470540444474535	0.0106633266193869	0	0	0	11.4645410628019	10.76
Naafs_2017_Soils_USA-HF2	0.666568665202199	0.0104448929234809	0.00383872133085195	0.282696532117004	0.00565393064234009	0.00392799391994153	0	0.00221098445645194	0	0.0214849364408923	0.00230323279851117	0	0.000413629662781722	0.00022824025277236	0.00022824025277236	12.3535265700483	7.63
Naafs_2017_Soils_USA-HI3	0.369287719626085	0.191317734264116	0.0193764821562843	0.152386799966186	0.120129740119329	0.048274358529434	0.0460497337124094	0.00158838211935557	0.0039598321743038	0.0180861997624101	0.0233585605787584	0.00618445699132841	0	0	0	19.7694927536232	9.8
Naafs_2017_Soils_USA-HJ1	0.408106914071129	0.0236359620057433	0	0.278330019880716	0.130881378396289	0	0	0	0	0.111000662690523	0.0269494146233709	0	0.00949856417053236	0.00579854208084824	0.00579854208084824	8.80924901185771	5.93
Naafs_2017_Soils_USA-IE2	0.514964255422271	0.0578914064919154	0.0145065094174509	0.277003648504921	0.0626034977180015	0.0178386310701832	0.00403893533664526	0.00117129124762713	0	0.0424088210347752	0.00757300375620986	0	0	0	0	12.9389371980676	9.71
Naafs_2017_Soils_USA-IE3	0.365274889351037	0.0933184023889511	0.0213965765477524	0.249960006398976	0.136644803498107	0.0271289926945022	0.0261291526689063	0.00164640324214792	0.00121313923105636	0.0484589132405482	0.0274622727030342	0.00136644803498107	0	0	0	12.9389371980676	9.71
Naafs_2017_Soils_USA-IE4	0.269282916541127	0.185108466405544	0.0263633624585719	0.135394697197951	0.163452847243145	0.0760771316661645	0.0604474239228683	0.007758360952094	0.00367203977101537	0.0306944862910515	0.0365320879783067	0.00521617957216029	0	0	0	12.9389371980676	9.71
Naafs_2017_Soils_USA-IE5	0.501613932632841	0.0729991007652671	0.0192081432739893	0.270789960380656	0.0554630039333873	0.0221852015733549	0.00473066798255362	0.00137434061217291	0.000291588586855676	0.0428207015662181	0.00852335869270437	0	0	0	0	12.9389371980676	9.708334
Naafs_2017_Soils_USA-IT1	0.400763226151692	0.0608480582288119	0.0054438935344305	0.328950162506013	0.0880289167269613	0.0196906787415571	0.0157525429932457	0.00218527924857281	0.000725080287777339	0.0585315077886287	0.0180690934334289	0.00101156035887999	0	0	0	13.3631055900621	3.991667
Naafs_2017_Soils_USA-IT2	0.441301090497512	0.0394385359946281	0.00293223315945191	0.375325844409844	0.0417843225221897	0.0137081900204377	0.00586446631890381	0.00187662922204922	0	0.0686142559311746	0.00850347616241053	0.000650955761398323	0	0	0	13.3631055900621	3.991667
Naafs_2017_Soils_USA-KP1	0.421036099668601	0.13616842112298	0.0291550791238773	0.17125476276203	0.128649919343184	0.0409340652455584	0.0205505715314436	0.0017125476276203	0.000766051792452594	0.0275678398592537	0.0212188828007589	0.000985759122239979	0	0	0	14.1708300395257	12.658334
Naafs_2017_Soils_USA-KP2	0.516790778483785	0.108279972634698	0.0224927034063895	0.150607598300989	0.124521968529902	0.0225911397451483	0.0122061060060932	0.0010975651771608	0.000551243497049371	0.0217544308656984	0.0183091590091398	0.000797334343946411	0	0	0	14.1708300395257	12.658334
Naafs_2017_Soils_USA-LQ2	0.901332176436709	0.0102475110516041	0.0300693389981375	0.0460016007061059	0.00762953377564683	0.000643274416378066	0.000774173280175928	0	0	0.00234869961328736	0.000953691721955854	0	0	0	0	25.0316666666667	24.233332
Naafs_2017_Soils_USA-MP1	0.335696941862644	0.0110800585719081	0.00163935439093659	0.413957578615899	0.0226543948496263	0.0126040814981557	0.000755832991801169	0.00224484458055388	0	0.192768305265911	0.00477801782283028	0.000916473246189428	0.000446909425669901	0.000228603438937138	0.000228603438937138	8.20821256038647	5.39
Naafs_2017_Soils_USA-MP2	0.343057366362451	0.00875977835723598	0.00115710560625815	0.415580182529335	0.0146267926988266	0.00688559322033898	0.00108784224250326	0.00198419165580182	0	0.202493481095176	0.0032513037809648	0.00111636245110821	0	0	0	8.20821256038647	5.39
Naafs_2017_Soils_USA-R-1	0.191453201466102	0.170976923234433	0.0227286688371522	0.073714601634007	0.181010299567951	0.0231381944017855	0.14333394762168	0.00546716628785552	0.00710526854638901	0.121424329913795	0.0487335421913713	0.0109138562974794	0	0	0	12.9706280193237	8.43
Naafs_2017_Soils_USA-R-2	0.238068428587514	0.172117039586919	0.0238068428587514	0.244502710441231	0.0846108063763733	0.101822510335065	0.0424662602345296	0.00693293869737964	0.0037962262936928	0.0517959689224187	0.0300802676661251	0	0	0	0	13.3990338164251	9.55
Naafs_2017_Soils_USA-R-3	0.211702729980553	0.168623686089161	0.0339709031829259	0.13292962115058	0.146468749230731	0.0952662284912488	0.0889889963813603	0.00263397582650223	0.00753267853186619	0.0432021268739384	0.0561258400413559	0.012554464219777	0	0	0	13.8421739130435	8.24
Naafs_2017_Soils_USA-R-4	0.177478214050691	0.118651165573215	0.0196422517797675	0.175484076814166	0.15554270444892	0.087243504097952	0.0750792669551519	0.00615191337467845	0.00632141503978304	0.0733842503041059	0.087243504097952	0.0126627714519313	0.00122639440046264	0.0019442838056115	0.0019442838056115	14.1946739130435	7.03
Naafs_2017_Soils_USA-R-5	0.161824968026518	0.0384986819095346	0.0157909847832328	0.0413697700519406	0.292328974499517	0.0473729543496985	0.0458069062720226	0.00271448333463837	0.00702111554824733	0.0674705713465403	0.266228173204917	0.0135724166731919	0	0	0	11.8270807453416	3.73
Naafs_2017_Soils_USA-R-6	0.21830647101275	0.0362641327880683	0.00878037045946596	0.159369737791677	0.250180418571085	0.0286865528025018	0.0295886456579264	0	0	0.13110416165504	0.137719509261487	0	0	0	0	10.7466086956522	8.23
Naafs_2017_Soils_USA-RT1	0.183324542331888	0.24636245513373	0.0541611454889298	0.0582135827404768	0.156951537996424	0.0259227335297372	0.16531371010279	0.00266303019387374	0.00926271371782172	0.0283027363600108	0.0543541186913844	0.0136367729734598	0	0.000765460369736656	0.000765460369736656	19.2960144927536	19.36
Naafs_2017_Soils_USA-RT2	0.186522241929522	0.235696287529123	0.047563171692028	0.0627392995581119	0.16787001773657	0.0197544010770812	0.171261331226197	0.00154304763778059	0.0104282889806051	0.0309457355928525	0.0517175307168219	0.0126326427488631	0.000401870648520879	0.00046206646296177	0.00046206646296177	19.2960144927536	19.36
Naafs_2017_Soils_USA-SA1	0.226764968722073	0.0212801608579089	0	0.2390527256479	0.235142984807864	0.0134606791778374	0.0146336014298481	0	0	0.169235924932976	0.0804289544235925	0	0	0	0	10.0010628019324	11.22
Naafs_2017_Soils_USA-SB1	0.114824034262821	0.0138291720097558	0.00304241784214629	0	0.535566116014181	0	0.025479201763429	0	0	0.00888419535172194	0.298374862755944	0	0	0	0	11.3988405797102	13.46
Naafs_2017_Soils_USA-SN1	0.181561883281646	0.0411615449675782	0	0.383422610656893	0.113335212855935	0	0	0	0	0.232872850296025	0.0476458979419227	0	0	0	0	8.67052173913043	1.08
Naafs_2017_Soils_USA-SN3	0.2246564651448	0.0120411405635923	0.00484990383811356	0.381860244725033	0.129888229227639	0.0136299021657329	0.00423669760570839	0	0	0.188142821306129	0.0406945954232517	0	0	0	0	8.67052173913043	1.08
Naafs_2017_Soils_USA-SP1	0.317278330854892	0.033544095444587	0.00304223945148877	0.246898164439853	0.222492138989477	0.0156652628472183	0.0160625702382709	0	0	0.0964889378270691	0.0485282599071436	0	0	0	0	7.45978260869565	12.44
Naafs_2017_Soils_USA-SP2	0.351116179855963	0.0167374178968933	0.00495258611586306	0.416059473272931	0.0492618640309193	0.00823671038459101	0.000686392532049251	0.00445627151576591	0	0.13727850640985	0.00786711440579526	0.0016684618471351	0.00167902173224355	0	0	12.2226877470356	1.08
Naafs_2017_Soils_USA-SR1	0.199715213397529	0.0224831528266995	0.00114036171544431	0.243061111639994	0.265341713540327	0.0118087190071764	0.0251163148694661	0	0	0.118897393777231	0.109377500237997	0.00305851898813659	0	0	0	13.368115942029	14.34
Naafs_2017_Soils_USA-SR2	0.0962534033822909	0.0260766192430111	0.00429497258120183	0.0475514821490202	0.341296928327645	0.0232005215323849	0.0379644897802661	0	0	0.10526517620892	0.308701154273881	0.00939525252137899	0	0	0	13.368115942029	14.34
Naafs_2017_Soils_USA-SR3	0.141381350404272	0.0182036073481895	0.00122874349600279	0.22481455075014	0.289437356836213	0.00740280032159706	0.0168686761426556	0	0	0.151089940989973	0.149572973710957	0	0	0	0	13.368115942029	14.34
Naafs_2017_Soils_USA-SV1	0.106364777004677	0.0117771187407323	0	0	0.541804494125699	0	0.0188205771643664	0	0	0.0189631572943995	0.302269875670127	0	0	0	0	11.086231884058	13.38
Naafs_2017_Soils_USA-SV2	0.154096039315314	0.0179084586231311	0.00462288117945941	0.019852012272153	0.510876959171491	0	0.0270709258256632	0	0	0.0212402648785973	0.244332458734191	0	0	0	0	11.086231884058	13.38
Naafs_2017_Soils_USA-SV3	0.137058862477653	0.0480037078726081	0	0.117195259220022	0.278752565715421	0.0458187115142687	0.0487320399920545	0	0	0.0913725749851023	0.23306627822287	0	0	0	0	11.086231884058	13.38
Naafs_2017_Soils_USA-SV4	0.233018466087044	0.0169126306030919	0	0.0486081531407381	0.443486758036632	0.00365813936007617	0.0161609581318433	0	0	0.0164115156222595	0.221743379018316	0	0	0	0	11.086231884058	13.38
Naafs_2017_Soils_USA-VC1	0.351964082152969	0.0224136330923284	0.00080724100434089	0.337955561470264	0.14411265652333	0.00821249525023596	0.0114169443564048	0	0	0.075996224703676	0.0393989644201085	0.00196119289557874	0.00204874614984564	0.00185612899045845	0.00185612899045845	10.3663768115942	3.43
Naafs_2017_Soils_USA-VC2	0.320713251978774	0.0475263092068824	0.0119709124694027	0.307312976826457	0.159909950150976	0.028497918490593	0.0134002751523165	0.0065125337240258	0	0.0731655023316479	0.0301952866765531	0.000795082992370777	0	0	0	10.3663768115942	3.43
Naafs_2017_Soils_USA-W	0.739241601458399	0.0135952478429131	0.00677445020354249	0.206246089435102	0.0100419444294244	0.00453432413851704	0	0.00291988845717111	0	0.0132090192110121	0.00343743482391837	0	0	0	0	12.32	9.8
Naafs_2017_Soils_Zaire-1	0.893030009680542	0.0154888673765731	0.00747821878025169	0.068973862536302	0.00847047434656341	0	0	0	0	0.00655856727976767	0	0	0	0	0	28.5294927536232	24.28
Naafs_2017_Soils_Zaire-2	0.947072917416476	0.0193322159038325	0.0107972482441618	0.0206690180673954	0.00212860036813475	0	0	0	0	0	0	0	0	0	0	25.4189130434783	24.28
Ning_2019_3Soils	0.502549745025497	0.0806919308069193	0.0223977602239776	0.155584441555844	0.143985601439856	0.012998700129987	0.0372962703729627	0.0015998400159984	0.0016998300169983	0.020997900209979	0.0201979802019798	0	0	0	0	15.6	15.6
Pei_2019 Soil-1	0.9	0	0	0.06	0	0	0	0	0	0.02	0.02	0	0	0	0	16.8666668335597	16.8666668335597
Pei_2019 Soil-2	0.732673267326733	0.108910891089109	0.0198019801980198	0.0792079207920792	0.0297029702970297	0.0099009900990099	0	0	0	0.0099009900990099	0.0099009900990099	0	0	0	0	16.8666668335597	16.8666668335597
Pei_2019 Soil-3	0.653061224489796	0.122448979591837	0.0408163265306122	0.0816326530612245	0.0612244897959184	0	0.0102040816326531	0.0102040816326531	0	0.0102040816326531	0.0102040816326531	0	0	0	0	16.8666668335597	16.8666668335597
Pei_2019 Soil-4	0.87	0.03	0.01	0.07	0.01	0	0	0	0	0.01	0	0	0	0	0	17.1916664441427	17.1916664441427
Pei_2019 Soil-5	0.87	0.03	0	0.09	0.01	0	0	0	0	0	0	0	0	0	0	17.2916667461395	17.2916667461395
Pei_2019 Soil-6	0.848484848484849	0.0101010101010101	0	0.101010101010101	0.0303030303030303	0	0	0	0	0.0101010101010101	0	0	0	0	0	17.2916667461395	17.2916667461395
Pei_2019 Soil-7	0.89	0.01	0	0.08	0.01	0	0	0	0	0.01	0	0	0	0	0	17.6083331505458	17.6083331505458
Pei_2019 Soil-8	0.87	0.03	0.01	0.06	0.03	0	0	0	0	0	0	0	0	0	0	17.5583332777023	17.5583332777023
Pei_2019 Soil-9	0.34	0.18	0.12	0.1	0.06	0.03	0.04	0.01	0.02	0.05	0.05	0	0	0	0	17.5583332777023	17.5583332777023
Pei_2019 Soil-10	0.89	0.01	0	0.08	0.02	0	0	0	0	0	0	0	0	0	0	17.5583332777023	17.5583332777023
PerezAngel_2020 Colombia-EC1 250020	0.443264413281102	0.262580827765533	0.0602941239494176	0.095540966744401	0.0637684257781539	0.033180203907707	0.0234752701387973	0.00258827122169925	0.00199808897162261	0.00551832718660392	0.0051244950125992	0.00163315845759643	0.000924477597313185	4.42900566553011e-05	6.46599307985641e-05	25.2316291666667	25.2316291666667
PerezAngel_2020 Colombia-EC2 250020	0.885659748000357	0.0180081644782443	0.0263201030544595	0.0475669867335003	0.00794660649815093	0.00407974235206009	0.000854070503354563	0.00510315217986035	0	0.00128884409466284	0.000445009093462988	0.000298564277175277	0.000542740112904708	0.00188626862180741	0	25.2316291666667	25.2316291666667
PerezAngel_2020 Colombia-EC3 250021	0.842834647488581	0.0468989480270412	0.0162037410194111	0.0532985523312411	0.0309743014836924	0.00180789686057362	0.00389160788874605	0.00081787008926461	0.000329286078618046	0.00120649104613576	0.0014595796309811	3.08074855439125e-05	0.000133469328202141	0.000112801241967359	0	22.3521141666667	22.3521141666667
PerezAngel_2020 Colombia-EC4 250021	0.828624381438121	0.0494164821975426	0.0154346762927981	0.0629399978294102	0.0289385009126462	0.00291474306095867	0.00389190992801725	0.00367732306787167	0.000323659123717078	0.00145575128905011	0.00165315585757792	0.000127823923771089	0.000237637617449006	0.000363957461069569	0	22.3521141666667	22.3521141666667
PerezAngel_2020 Colombia-EC5 250022	0.894814625254753	0.00690114461827948	0.00161293475039134	0.0765690138325307	0.0170285973370092	0.000249993959532593	0.00056928720172895	7.69904202661361e-06	1.19572971395601e-05	0.00160114873123276	0.000633597975376048	0	0	0	0	20.5971222222222	20.5971222222222
PerezAngel_2020 Colombia-EC6 250022	0.894955177999549	0.00675507062964359	0.00160416434220008	0.0771320830440532	0.0159689993149732	0.000424921112406413	0.000689352090902096	0	0	0.00174327110190737	0.000726960364365124	0	0	0	0	20.5971222222222	20.5971222222222
PerezAngel_2020 Colombia-EC7 250023	0.269946097717241	0.177128030558409	0.0339545601879722	0.101895685995339	0.259562584318511	0.02829675161864	0.0704673209820342	0.00221923335654944	0.00528259675018018	0.0111227700297899	0.0340332150733074	0.00192262401812596	0.0041685293938997	0	0	19.3159991666667	19.3159991666667
PerezAngel_2020 Colombia-EC8 250023	0.314550819294208	0.178585722682414	0.0369170063899829	0.0665086658794222	0.261605237795815	0.0249646180563065	0.0713206361476434	0.0027002521071466	0.00512184018885079	0.00814159360043062	0.0236099830311906	0.00169088705445098	0.0042827377721377	0	0	19.3159991666667	19.3159991666667
PerezAngel_2020 Colombia-EC9 250024	0.704949112107758	0.0470604714320528	0.0144516652807548	0.102164700874797	0.0999080535664261	0.00608922270196621	0.0105615378944091	0.000822258625265592	0.000261104030966606	0.00518559308641378	0.0079191255597376	8.30134797325615e-05	0.000544141359719449	0	0	16.6310791666667	16.6310791666667
PerezAngel_2020 Colombia-EC10 250024	0.702599799128784	0.0399486567018281	0.0122997945244516	0.116461095792723	0.103676623264421	0.00471655433514632	0.00835647515621807	0.000531955328250323	0.000171943085803079	0.00425708319680589	0.00655438316662272	1.92729610001954e-05	0.000406363357945695	0	0	16.6310791666667	16.6310791666667
PerezAngel_2020 Colombia-EC11 250025	0.451525721549976	0.0427109894808404	0.00917686903608613	0.343025441251611	0.112859070602816	0.0104045469316257	0.00646314610926128	0.00147542471376609	0.000271580964373428	0.0147896734596484	0.00647564807463285	0.000272234329678293	0.000373376366738077	0.000176277128945494	0	13.0422183333333	13.0422183333333
PerezAngel_2020 Colombia-EC12 250025	0.504747089753893	0.0368100018677402	0.0107134588443134	0.34425543275731	0.0597181882587726	0.00916381156576514	0.00301984587697362	0.0044083646075591	0	0.0141082671476062	0.00729265282751826	0.000814334096351194	0.00128953949672527	0.00365901289947244	0	13.0422183333333	13.0422183333333
PerezAngel_2020 Colombia-EC13 250026	0.497871909090389	0.0225672988386199	0.00312498412538238	0.39558861937635	0.0395527951865298	0.00582521885740514	0.000930929859180941	0.00188442787485107	0	0.017269701367439	0.00577581110697009	0.00136832913297458	0.00188627945820706	0.00635369572570031	0	12.0965475	12.0965475
PerezAngel_2020 Colombia-EC14 250026	0.624968152857826	0.033261164084701	0.00635694157737422	0.272906161934361	0.0234860611292017	0.0073258792504334	0.00105168282097614	0.0028137896748394	0	0.0110851793275201	0.00680327857831456	0.00213403200937972	0.00181487117520289	0.00599280557987	0	12.0965475	12.0965475
PerezAngel_2020 Colombia-EC15 250027	0.304702093748666	0.00411414025339721	0.00326326471926997	0.600042143843194	0	0.00285037832655536	0.00041589276403651	0.00100286030757166	0	0.0825375699053085	0	0.000420762421319447	0.000195248361117221	0.000455645349563908	0	8.43830708333333	8.43830708333333
PerezAngel_2020 Colombia-EC16 250027	0.363573838275929	0.0122871081558187	0.0118433683533219	0.536108064697522	0	0.00490855536527031	0.00100754739860241	0.00251151770704558	0	0.0617070061854729	0	0.00115016046436549	0.00117062189251504	0.00373221150413714	0	8.43830708333333	8.43830708333333
PerezAngel_2020 Colombia-EC17 250032	0.545045145056441	0.265146256621447	0.0421285251627249	0.0268770300031413	0.0777039847001465	0.00861999940998955	0.0262791000158124	0.000695972753599014	0.00261383794736129	0.00127354327442734	0.00305056466785934	0.000122474808320171	0.000443565578730258	0	0	27.81078	27.81078
PerezAngel_2020 Colombia-EC18 250032	0.566068608004637	0.265620388897849	0.0485274462483275	0.041189081087757	0.041206975595098	0.0107856406068424	0.0198207643409161	0.000952151104321243	0.00176420168323254	0.00101982868476556	0.00261695578371857	6.77815537233848e-05	0.000360176408812304	0	0	27.81078	27.81078
PerezAngel_2020 Colombia-EC19 250032	0.646500844514408	0.212765651353421	0.0494085334822554	0.0156421381428314	0.0435290839404086	0.00892038925851311	0.0192099633976358	0	0	0.00130810300902956	0.00271529290149742	0	0	0	0	27.81078	27.81078
PerezAngel_2020 Colombia-EC20 250033	0.791301421949451	0.072510551404493	0.0243226362531525	0.0721697809440027	0.0285010715941502	0.00509285945811892	0.00203235778035201	0.00187461601626198	0	0.00118994649528447	0.00100475810473316	0	0	0	0	21.6544258333333	21.6544258333333
PerezAngel_2020 Colombia-EC21 250033	0.775286082379918	0.0762289995220221	0.023706875312679	0.0856770822376473	0.0269896095446355	0.00535017513965405	0.00225792568831512	0.00219569185985159	0	0.00150275979851218	0.000804798516764519	0	0	0	0	21.6544258333333	21.6544258333333
PerezAngel_2020 Colombia-EC22 250033	0.613417474098343	0.164811540334874	0.0168944645835288	0.137142814795643	0.0356613972195707	0.0144415788401622	0.00898306310299509	0.00344887461919637	0	0.00282260132590443	0.00160454053209246	0.000514781581162429	7.92712754345907e-05	0.000177597691093057	0	21.6544258333333	21.6544258333333
PerezAngel_2020 Colombia-EC23 250034	0.499094692502608	0.254184958390047	0.0670977796483563	0.059521583210225	0.0441315655413509	0.0339895053632041	0.0251645742182829	0.00260316847862487	0.00200935259667274	0.00536222136339207	0.0042047625499753	0.00146518766129887	0.000943213423877448	0.000103516219128038	0.000123918832956146	24.1375358333333	24.1375358333333
PerezAngel_2020 Colombia-EC24 250034	0.467225084732128	0.236491288646227	0.0569008955422688	0.091790043795242	0.0770462212251142	0.0281270261919661	0.0236275755442157	0.00259458034538062	0.00229862867507984	0.00474987813231748	0.00707907566087081	0.00122601463865564	0.000651583539035057	7.70071099550375e-05	0.000115096221544123	24.1375358333333	24.1375358333333
